case_id,track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,7,700,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,7,700,car,957.268,1001.705,-13.357,3.928,2.856,4.42,1.79
1,3,7,700,car,1026.041,997.507,0.0,0.0,-1.805,4.52,1.99
1,4,7,700,car,992.865,982.429,0.0,0.0,1.522,4.39,1.69
1,5,7,700,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,7,700,car,1016.497,1001.054,-0.109,-0.11,-2.35,4.51,1.89
1,7,7,700,car,1011.744,964.908,1.118,-8.819,-1.445,5.04,1.88
1,9,7,700,car,974.077,999.58,-12.978,2.302,2.966,4.04,1.72
1,10,7,700,car,1022.547,1007.489,-0.536,-1.02,-2.054,4.52,1.87
1,11,7,700,car,1032.944,988.677,-12.137,2.068,2.973,5.04,1.87
1,1,8,800,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,8,800,car,955.929,1002.086,-13.482,3.831,2.865,4.42,1.79
1,3,8,800,car,1026.041,997.507,0.0,0.0,-1.805,4.52,1.99
1,4,8,800,car,992.865,982.429,0.0,0.0,1.522,4.39,1.69
1,5,8,800,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,8,800,car,1016.485,1001.044,-0.103,-0.104,-2.351,4.51,1.89
1,7,8,800,car,1011.828,964.023,0.965,-8.837,-1.462,5.04,1.88
1,9,8,800,car,972.779,999.81,-12.928,2.293,2.966,4.04,1.72
1,10,8,800,car,1022.49,1007.389,-0.484,-0.918,-2.056,4.52,1.87
1,11,8,800,car,1031.73,988.885,-12.149,2.078,2.972,5.04,1.87
1,1,9,900,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,9,900,car,954.577,1002.458,-13.592,3.736,2.873,4.42,1.79
1,3,9,900,car,1026.041,997.507,0.0,0.0,-1.805,4.52,1.99
1,4,9,900,car,992.865,982.429,0.0,0.0,1.522,4.39,1.69
1,5,9,900,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,9,900,car,1016.475,1001.033,-0.1,-0.101,-2.351,4.51,1.89
1,9,9,900,car,971.486,1000.039,-12.878,2.285,2.966,4.04,1.72
1,10,9,900,car,1022.439,1007.298,-0.437,-0.825,-2.059,4.52,1.87
1,11,9,900,car,1030.516,989.094,-12.159,2.09,2.971,5.04,1.87
1,1,10,1000,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,10,1000,car,953.215,1002.822,-13.686,3.643,2.881,4.42,1.79
1,3,10,1000,car,1026.041,997.507,0.0,0.0,-1.804,4.52,1.99
1,4,10,1000,car,992.865,982.429,0.0,0.0,1.522,4.39,1.69
1,5,10,1000,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,10,1000,car,1016.464,1001.024,-0.099,-0.1,-2.351,4.51,1.89
1,9,10,1000,car,970.198,1000.268,-12.828,2.277,2.966,4.04,1.72
1,10,10,1000,car,1022.392,1007.217,-0.396,-0.742,-2.06,4.52,1.87
1,11,10,1000,car,1029.3,989.304,-12.167,2.101,2.971,5.04,1.87
1,1,11,1100,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,11,1100,car,951.844,1003.176,-13.766,3.553,2.889,4.42,1.79
1,3,11,1100,car,1026.041,997.507,0.0,0.0,-1.804,4.52,1.99
1,4,11,1100,car,992.865,982.429,0.0,0.0,1.522,4.39,1.69
1,5,11,1100,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,11,1100,car,1016.454,1001.014,-0.101,-0.102,-2.352,4.51,1.89
1,9,11,1100,car,968.916,1000.496,-12.776,2.269,2.966,4.04,1.72
1,10,11,1100,car,1022.349,1007.145,-0.359,-0.671,-2.062,4.52,1.87
1,11,11,1100,car,1028.083,989.515,-12.176,2.112,2.97,5.04,1.87
1,1,12,1200,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,12,1200,car,950.465,1003.523,-13.833,3.468,2.896,4.42,1.79
1,3,12,1200,car,1026.041,997.507,0.0,0.0,-1.804,4.52,1.99
1,4,12,1200,car,992.865,982.429,0.0,0.0,1.521,4.39,1.69
1,5,12,1200,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,12,1200,car,1016.444,1001.004,-0.107,-0.107,-2.352,4.51,1.89
1,9,12,1200,car,967.638,1000.723,-12.724,2.262,2.966,4.04,1.72
1,10,12,1200,car,1022.311,1007.079,-0.329,-0.612,-2.064,4.52,1.87
1,11,12,1200,car,1026.866,989.728,-12.185,2.122,2.969,5.04,1.87
1,1,13,1300,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,13,1300,car,949.08,1003.861,-13.887,3.387,2.902,4.42,1.79
1,3,13,1300,car,1026.041,997.507,0.0,0.0,-1.804,4.52,1.99
1,4,13,1300,car,992.865,982.429,0.0,0.0,1.521,4.39,1.69
1,5,13,1300,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,13,1300,car,1016.433,1000.994,-0.117,-0.117,-2.353,4.51,1.89
1,9,13,1300,car,966.366,1000.949,-12.671,2.253,2.966,4.04,1.72
1,10,13,1300,car,1022.275,1007.019,-0.305,-0.565,-2.066,4.52,1.87
1,11,13,1300,car,1025.648,989.941,-12.195,2.133,2.968,5.04,1.87
1,1,14,1400,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,14,1400,car,947.689,1004.193,-13.93,3.312,2.908,4.42,1.79
1,3,14,1400,car,1026.045,997.531,-0.044,-0.182,-1.806,4.52,1.99
1,4,14,1400,car,992.865,982.429,0.0,0.0,1.521,4.39,1.69
1,5,14,1400,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,14,1400,car,1016.421,1000.983,-0.131,-0.132,-2.353,4.51,1.89
1,9,14,1400,car,965.099,1001.174,-12.618,2.244,2.966,4.04,1.72
1,10,14,1400,car,1022.242,1006.964,-0.287,-0.529,-2.067,4.52,1.87
1,11,14,1400,car,1024.428,990.155,-12.205,2.142,2.968,5.04,1.87
1,1,15,1500,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,15,1500,car,946.295,1004.517,-13.963,3.244,2.913,4.42,1.79
1,3,15,1500,car,1026.038,997.513,-0.081,-0.335,-1.807,4.52,1.99
1,4,15,1500,car,992.865,982.429,0.0,0.0,1.521,4.39,1.69
1,5,15,1500,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,15,1500,car,1016.407,1000.97,-0.151,-0.152,-2.353,4.51,1.89
1,9,15,1500,car,963.837,1001.399,-12.566,2.235,2.966,4.04,1.72
1,10,15,1500,car,1022.212,1006.912,-0.275,-0.505,-2.069,4.52,1.87
1,11,15,1500,car,1023.208,990.37,-12.216,2.151,2.967,5.04,1.87
1,1,16,1600,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,16,1600,car,944.897,1004.836,-13.988,3.184,2.918,4.42,1.79
1,3,16,1600,car,1026.029,997.48,-0.122,-0.505,-1.808,4.52,1.99
1,4,16,1600,car,992.865,982.429,0.0,0.0,1.521,4.39,1.69
1,5,16,1600,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,16,1600,car,1016.391,1000.955,-0.176,-0.177,-2.354,4.51,1.89
1,9,16,1600,car,962.58,1001.622,-12.516,2.225,2.966,4.04,1.72
1,10,16,1600,car,1022.182,1006.862,-0.268,-0.492,-2.07,4.52,1.87
1,11,16,1600,car,1021.987,990.586,-12.228,2.159,2.967,5.04,1.87
1,1,17,1700,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,17,1700,car,943.497,1005.149,-14.006,3.131,2.922,4.42,1.79
1,3,17,1700,car,1026.017,997.429,-0.167,-0.688,-1.809,4.52,1.99
1,4,17,1700,car,992.865,982.429,0.0,0.0,1.522,4.39,1.69
1,5,17,1700,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,17,1700,car,1016.373,1000.938,-0.208,-0.208,-2.355,4.51,1.89
1,9,17,1700,car,961.329,1001.844,-12.467,2.214,2.966,4.04,1.72
1,10,17,1700,car,1022.154,1006.814,-0.267,-0.488,-2.071,4.52,1.87
1,11,17,1700,car,1020.764,990.803,-12.241,2.167,2.966,5.04,1.87
1,1,18,1800,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,18,1800,car,942.096,1005.458,-14.019,3.085,2.925,4.42,1.79
1,3,18,1800,car,1026.001,997.36,-0.213,-0.884,-1.808,4.52,1.99
1,4,18,1800,car,992.865,982.429,0.0,0.0,1.523,4.39,1.69
1,5,18,1800,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,18,1800,car,1016.352,1000.918,-0.246,-0.246,-2.355,4.51,1.89
1,9,18,1800,car,960.082,1002.066,-12.423,2.203,2.966,4.04,1.72
1,10,18,1800,car,1022.126,1006.766,-0.271,-0.494,-2.072,4.52,1.87
1,11,18,1800,car,1019.54,991.02,-12.253,2.175,2.966,5.04,1.87
1,1,19,1900,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,19,1900,car,940.693,1005.763,-14.028,3.047,2.928,4.42,1.79
1,3,19,1900,car,1025.983,997.271,-0.261,-1.092,-1.805,4.52,1.99
1,4,19,1900,car,992.861,982.453,0.007,0.156,1.524,4.39,1.69
1,5,19,1900,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,19,1900,car,1016.326,1000.894,-0.29,-0.29,-2.356,4.51,1.89
1,9,19,1900,car,958.839,1002.285,-12.382,2.192,2.966,4.04,1.72
1,10,19,1900,car,1022.097,1006.717,-0.28,-0.509,-2.074,4.52,1.87
1,11,19,1900,car,1018.315,991.239,-12.266,2.183,2.965,5.04,1.87
1,1,20,2000,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,20,2000,car,939.29,1006.065,-14.035,3.013,2.93,4.42,1.79
1,3,20,2000,car,1025.963,997.16,-0.308,-1.313,-1.801,4.52,1.99
1,4,20,2000,car,992.859,982.469,0.009,0.211,1.527,4.39,1.69
1,5,20,2000,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,20,2000,car,1016.297,1000.866,-0.342,-0.341,-2.357,4.51,1.89
1,9,20,2000,car,957.601,1002.504,-12.346,2.18,2.967,4.04,1.72
1,10,20,2000,car,1022.068,1006.667,-0.293,-0.531,-2.075,4.52,1.87
1,11,20,2000,car,1017.088,991.458,-12.278,2.191,2.965,5.04,1.87
1,1,21,2100,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,21,2100,car,937.885,1006.364,-14.041,2.983,2.932,4.42,1.79
1,3,21,2100,car,1025.939,997.027,-0.353,-1.544,-1.795,4.52,1.99
1,4,21,2100,car,992.856,982.489,0.01,0.249,1.53,4.39,1.69
1,5,21,2100,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,21,2100,car,1016.261,1000.833,-0.4,-0.398,-2.358,4.51,1.89
1,9,21,2100,car,956.367,1002.722,-12.315,2.17,2.967,4.04,1.72
1,10,21,2100,car,1022.037,1006.615,-0.31,-0.561,-2.076,4.52,1.87
1,11,21,2100,car,1015.861,991.678,-12.29,2.2,2.964,5.04,1.87
1,1,22,2200,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,22,2200,car,936.481,1006.659,-14.046,2.955,2.934,4.42,1.79
1,3,22,2200,car,1025.913,996.87,-0.393,-1.785,-1.788,4.52,1.99
1,4,22,2200,car,992.853,982.514,0.011,0.283,1.533,4.39,1.69
1,5,22,2200,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,22,2200,car,1016.22,1000.795,-0.464,-0.461,-2.36,4.51,1.89
1,9,22,2200,car,955.135,1002.938,-12.291,2.16,2.968,4.04,1.72
1,10,22,2200,car,1022.005,1006.559,-0.332,-0.598,-2.077,4.52,1.87
1,11,22,2200,car,1014.632,991.899,-12.301,2.21,2.964,5.04,1.87
1,1,23,2300,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,2,23,2300,car,935.076,1006.952,-14.052,2.928,2.936,4.42,1.79
1,3,23,2300,car,1025.886,996.689,-0.426,-2.033,-1.777,4.52,1.99
1,4,23,2300,car,992.85,982.542,0.011,0.32,1.537,4.39,1.69
1,5,23,2300,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,23,2300,car,1016.172,1000.75,-0.535,-0.529,-2.362,4.51,1.89
1,9,23,2300,car,953.906,1003.154,-12.272,2.151,2.968,4.04,1.72
1,10,23,2300,car,1021.97,1006.5,-0.357,-0.641,-2.079,4.52,1.87
1,11,23,2300,car,1013.402,992.121,-12.31,2.22,2.963,5.04,1.87
1,1,24,2400,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,3,24,2400,car,1025.86,996.482,-0.446,-2.285,-1.763,4.52,1.99
1,4,24,2400,car,992.846,982.574,0.011,0.365,1.541,4.39,1.69
1,5,24,2400,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,24,2400,car,1016.117,1000.699,-0.611,-0.602,-2.364,4.51,1.89
1,9,24,2400,car,952.678,1003.368,-12.258,2.144,2.968,4.04,1.72
1,10,24,2400,car,1021.933,1006.437,-0.385,-0.689,-2.08,4.52,1.87
1,11,24,2400,car,1012.171,992.344,-12.318,2.23,2.962,5.04,1.87
1,1,25,2500,car,1028.287,1005.096,0.0,0.0,-1.841,4.68,2.06
1,3,25,2500,car,1025.838,996.25,-0.448,-2.538,-1.745,4.52,1.99
1,4,25,2500,car,992.842,982.61,0.011,0.418,1.546,4.39,1.69
1,5,25,2500,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,25,2500,car,1016.054,1000.641,-0.692,-0.679,-2.366,4.51,1.89
1,9,25,2500,car,951.453,1003.582,-12.249,2.137,2.969,4.04,1.72
1,10,25,2500,car,1021.893,1006.369,-0.416,-0.742,-2.082,4.52,1.87
1,11,25,2500,car,1010.94,992.568,-12.325,2.241,2.962,5.04,1.87
1,1,26,2600,car,1028.278,1005.079,-0.035,-0.127,-1.842,4.68,2.06
1,3,26,2600,car,1025.822,995.993,-0.428,-2.789,-1.723,4.52,1.99
1,4,26,2600,car,992.836,982.652,0.01,0.48,1.551,4.39,1.69
1,5,26,2600,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,26,2600,car,1015.982,1000.575,-0.777,-0.757,-2.369,4.51,1.89
1,9,26,2600,car,950.228,1003.795,-12.245,2.132,2.969,4.04,1.72
1,10,26,2600,car,1021.849,1006.296,-0.45,-0.799,-2.083,4.52,1.87
1,11,26,2600,car,1009.707,992.793,-12.329,2.252,2.961,5.04,1.87
1,1,27,2700,car,1028.274,1005.066,-0.05,-0.181,-1.842,4.68,2.06
1,3,27,2700,car,1025.813,995.711,-0.387,-3.034,-1.698,4.52,1.99
1,4,27,2700,car,992.83,982.699,0.008,0.551,1.557,4.39,1.69
1,5,27,2700,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,27,2700,car,1015.902,1000.503,-0.864,-0.837,-2.372,4.51,1.89
1,9,27,2700,car,949.003,1004.008,-12.244,2.128,2.97,4.04,1.72
1,10,27,2700,car,1021.802,1006.217,-0.486,-0.86,-2.085,4.52,1.87
1,11,27,2700,car,1008.475,993.02,-12.331,2.264,2.96,5.04,1.87
1,1,28,2800,car,1028.267,1005.049,-0.063,-0.227,-1.843,4.68,2.06
1,3,28,2800,car,1025.813,995.405,-0.322,-3.269,-1.669,4.52,1.99
1,4,28,2800,car,992.822,982.754,0.004,0.63,1.564,4.39,1.69
1,5,28,2800,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,28,2800,car,1015.812,1000.422,-0.954,-0.916,-2.376,4.51,1.89
1,9,28,2800,car,947.779,1004.221,-12.246,2.125,2.97,4.04,1.72
1,10,28,2800,car,1021.751,1006.133,-0.525,-0.923,-2.087,4.52,1.87
1,11,28,2800,car,1007.242,993.248,-12.332,2.275,2.959,5.04,1.87
1,1,29,2900,car,1028.259,1005.026,-0.068,-0.241,-1.844,4.68,2.06
1,3,29,2900,car,1025.823,995.077,-0.235,-3.493,-1.638,4.52,1.99
1,4,29,2900,car,992.812,982.816,-0.001,0.715,1.572,4.39,1.69
1,5,29,2900,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,29,2900,car,1015.713,1000.335,-1.044,-0.994,-2.381,4.51,1.89
1,9,29,2900,car,946.554,1004.433,-12.249,2.123,2.97,4.04,1.72
1,10,29,2900,car,1021.696,1006.042,-0.565,-0.989,-2.09,4.52,1.87
1,11,29,2900,car,1006.009,993.477,-12.33,2.286,2.958,5.04,1.87
1,1,30,3000,car,1028.252,1005.002,-0.069,-0.245,-1.845,4.68,2.06
1,3,30,3000,car,1025.844,994.727,-0.126,-3.702,-1.605,4.52,1.99
1,4,30,3000,car,992.801,982.887,-0.008,0.808,1.581,4.39,1.69
1,5,30,3000,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,30,3000,car,1015.604,1000.24,-1.135,-1.07,-2.386,4.51,1.89
1,9,30,3000,car,945.329,1004.645,-12.253,2.121,2.97,4.04,1.72
1,10,30,3000,car,1021.637,1005.944,-0.607,-1.057,-2.092,4.52,1.87
1,11,30,3000,car,1004.776,993.707,-12.326,2.296,2.957,5.04,1.87
1,1,31,3100,car,1028.245,1004.978,-0.07,-0.25,-1.845,4.68,2.06
1,3,31,3100,car,1025.88,994.358,0.005,-3.893,-1.569,4.52,1.99
1,4,31,3100,car,992.788,982.967,-0.019,0.909,1.591,4.39,1.69
1,5,31,3100,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,31,3100,car,1015.485,1000.139,-1.226,-1.142,-2.392,4.51,1.89
1,9,31,3100,car,944.104,1004.857,-12.257,2.12,2.97,4.04,1.72
1,10,31,3100,car,1021.573,1005.841,-0.651,-1.126,-2.095,4.52,1.87
1,11,31,3100,car,1003.544,993.937,-12.32,2.305,2.957,5.04,1.87
1,1,32,3200,car,1028.238,1004.953,-0.074,-0.264,-1.845,4.68,2.06
1,3,32,3200,car,1025.931,993.973,0.157,-4.066,-1.532,4.52,1.99
1,4,32,3200,car,992.772,983.056,-0.032,1.019,1.603,4.39,1.69
1,5,32,3200,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,32,3200,car,1015.357,1000.031,-1.316,-1.209,-2.399,4.51,1.89
1,9,32,3200,car,942.878,1005.069,-12.262,2.12,2.97,4.04,1.72
1,10,32,3200,car,1021.505,1005.73,-0.696,-1.196,-2.098,4.52,1.87
1,11,32,3200,car,1002.312,994.169,-12.312,2.314,2.956,5.04,1.87
1,1,33,3300,car,1028.231,1004.926,-0.082,-0.292,-1.845,4.68,2.06
1,3,33,3300,car,1026.0,993.571,0.33,-4.219,-1.493,4.52,1.99
1,4,33,3300,car,992.754,983.157,-0.05,1.139,1.615,4.39,1.69
1,5,33,3300,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,33,3300,car,1015.219,999.917,-1.405,-1.272,-2.406,4.51,1.89
1,9,33,3300,car,941.652,1005.281,-12.265,2.119,2.971,4.04,1.72
1,10,33,3300,car,1021.431,1005.612,-0.742,-1.267,-2.101,4.52,1.87
1,11,33,3300,car,1001.081,994.402,-12.304,2.321,2.955,5.04,1.87
1,1,34,3400,car,1028.222,1004.897,-0.094,-0.333,-1.845,4.68,2.06
1,3,34,3400,car,1026.088,993.158,0.522,-4.352,-1.451,4.52,1.99
1,4,34,3400,car,992.731,983.268,-0.074,1.269,1.629,4.39,1.69
1,5,34,3400,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,34,3400,car,1015.071,999.798,-1.493,-1.329,-2.414,4.51,1.89
1,9,34,3400,car,940.425,1005.493,-12.268,2.118,2.971,4.04,1.72
1,10,34,3400,car,1021.353,1005.488,-0.79,-1.338,-2.104,4.52,1.87
1,11,34,3400,car,999.851,994.635,-12.295,2.327,2.955,5.04,1.87
1,1,35,3500,car,1028.212,1004.864,-0.109,-0.388,-1.845,4.68,2.06
1,3,35,3500,car,1026.198,992.733,0.732,-4.464,-1.408,4.52,1.99
1,4,35,3500,car,992.705,983.393,-0.103,1.412,1.644,4.39,1.69
1,5,35,3500,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,35,3500,car,1014.914,999.674,-1.579,-1.38,-2.423,4.51,1.89
1,9,35,3500,car,939.198,1005.704,-12.27,2.118,2.971,4.04,1.72
1,10,35,3500,car,1021.27,1005.357,-0.838,-1.408,-2.107,4.52,1.87
1,11,35,3500,car,998.622,994.868,-12.285,2.332,2.954,5.04,1.87
1,1,36,3600,car,1028.2,1004.825,-0.129,-0.456,-1.846,4.68,2.06
1,3,36,3600,car,1026.33,992.3,0.959,-4.556,-1.363,4.52,1.99
1,4,36,3600,car,992.675,983.531,-0.141,1.568,1.66,4.39,1.69
1,5,36,3600,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,36,3600,car,1014.748,999.546,-1.663,-1.425,-2.433,4.51,1.89
1,9,36,3600,car,937.971,1005.916,-12.271,2.117,2.971,4.04,1.72
1,10,36,3600,car,1021.182,1005.219,-0.886,-1.478,-2.111,4.52,1.87
1,11,36,3600,car,997.393,995.102,-12.276,2.335,2.954,5.04,1.87
1,1,37,3700,car,1028.185,1004.78,-0.152,-0.536,-1.847,4.68,2.06
1,3,37,3700,car,1026.486,991.861,1.202,-4.629,-1.317,4.52,1.99
1,4,37,3700,car,992.638,983.684,-0.187,1.737,1.678,4.39,1.69
1,5,37,3700,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,37,3700,car,1014.573,999.414,-1.745,-1.464,-2.444,4.51,1.89
1,9,37,3700,car,936.744,1006.128,-12.272,2.116,2.971,4.04,1.72
1,10,37,3700,car,1021.089,1005.074,-0.935,-1.546,-2.115,4.52,1.87
1,11,37,3700,car,996.166,995.336,-12.268,2.336,2.953,5.04,1.87
1,1,38,3800,car,1028.168,1004.727,-0.179,-0.627,-1.849,4.68,2.06
1,3,38,3800,car,1026.668,991.419,1.46,-4.682,-1.269,4.52,1.99
1,4,38,3800,car,992.595,983.854,-0.245,1.92,1.698,4.39,1.69
1,5,38,3800,car,1029.902,1012.818,0.0,0.0,-1.804,4.92,2.15
1,6,38,3800,car,1014.389,999.279,-1.827,-1.498,-2.455,4.51,1.89
1,9,38,3800,car,935.517,1006.339,-12.272,2.115,2.971,4.04,1.72
1,10,38,3800,car,1020.991,1004.922,-0.985,-1.613,-2.119,4.52,1.87
1,11,38,3800,car,994.939,995.57,-12.261,2.336,2.953,5.04,1.87
